时间(s),关节角度(°),电机电流(A),振动值(mm/s),温度(℃),健康状态,状态编码
361,-142.026,12.1262,-0.013180796857685124,-0.06971125262236018,轻微抖动,2
362,-89.1677,6.8476,0.5769038200068424,0.7340385672795182,严重抖动,0
363,-48.6639,13.1783,0.5196550405674641,1.1652751781314792,严重抖动,0
364,-37.4626,15.3688,-1.554811055696017,-0.9655536012610652,平稳,1
365,179.1898,9.5831,-1.432545225860885,-0.9741528696251816,平稳,1
366,-8.1302,12.4343,1.1924548555718368,1.230328017145701,严重抖动,0
367,14.5004,2.5063,0.31011437529200603,1.0415198093258071,严重抖动,0
368,-125.4796,9.2227,0.23003363425910614,1.0385768558322626,严重抖动,0
369,-8.338,12.9718,1.6674001868264294,0.5678086569180777,严重抖动,0
370,135.0481,19.4479,1.2285266528823122,0.6387474029193893,严重抖动,0
371,62.0102,10.1443,-1.2428980892519719,-0.692751204814241,平稳,1
372,51.8244,8.2381,1.1062608230471802,1.2251517585187575,严重抖动,0
373,107.922,11.5391,-0.8101040717084966,-0.5040838830658461,轻微抖动,2
374,37.5694,15.5102,-0.9052485033785428,0.09294432592511209,轻微抖动,2
375,4.2147,10.1826,-0.9750616167125807,-1.486952079870044,平稳,1
376,20.8345,19.236,-1.233474838830977,-1.8068156422003425,平稳,1
377,32.1173,9.6313,-1.250565034935004,-1.8105569500990508,严重抖动,0
378,-158.7219,14.1238,1.7878759368324835,0.7813919413112874,严重抖动,0
379,55.0703,12.0128,-0.5220025445002991,0.1837323539999062,轻微抖动,2
380,-161.649,12.7331,0.2814055478445303,1.2229601974065432,严重抖动,0
381,-22.6615,12.9272,-0.8827542926961677,-0.1275475939742205,轻微抖动,2
382,82.8876,10.3075,0.6901179254232408,0.7793203942599805,严重抖动,0
383,111.7686,6.1804,0.5419466007031511,0.48964297724910805,严重抖动,0
384,47.8089,15.6095,0.05835484612320122,0.4072820234510422,轻微抖动,2
385,-155.1047,16.7225,-0.7819356457188559,0.10197668850902339,轻微抖动,2
386,88.1052,8.8357,-0.701213177954777,-0.4958237848738583,轻微抖动,2
387,148.3055,2.1576,-0.9124763728770837,-0.4239771064117722,轻微抖动,2
388,-49.807,3.3821,-1.295553456299754,-1.0423312922256331,平稳,1
389,31.7137,7.0055,-0.710433777829084,-0.009954686295988852,轻微抖动,2
390,-62.1285,4.1278,0.4372775933387662,0.8031771023672256,严重抖动,0
391,119.3547,4.3692,-0.16084549521105462,-0.49116932651172746,轻微抖动,2
392,112.2718,1.2634,0.9034751759946573,0.7368980327306929,平稳,1
393,58.6898,13.9023,1.107746927056226,1.2699796192688322,严重抖动,0
394,-162.2805,5.3905,1.494269069772593,1.4373835802261021,严重抖动,0
395,171.562,13.2664,0.9247197083057893,0.4282949201150569,严重抖动,0
396,82.5515,11.9262,0.9923712158084882,0.5599190369141067,严重抖动,0
397,88.2773,5.4123,-0.910348542136859,-0.5119161050406876,轻微抖动,2
398,-44.3965,7.4456,0.933670107451179,1.0901150679878313,严重抖动,0
399,-71.1121,17.3153,-1.124077318710537,-1.353345122064705,平稳,1
400,65.7146,7.3007,1.3408963810208432,0.5131239891656872,严重抖动,0
401,73.8147,15.0976,0.7143008906613495,0.49753781525572655,严重抖动,0
402,-51.4108,7.5377,-1.0612218741461228,-2.1729941960354324,平稳,1
403,-55.7939,2.0399,-0.48282343880727346,-0.03643604973524277,轻微抖动,2
404,-155.6623,14.7566,1.4557654659018608,0.9079389415337085,严重抖动,0
405,-57.152,9.4395,0.5148927527202947,0.3744555687916632,严重抖动,0
406,175.2825,15.3368,1.3436997135833615,0.9463225690133446,严重抖动,0
407,-177.4864,8.6661,-0.7047257874307035,-0.2927182497980909,轻微抖动,2
408,-112.6353,11.5554,-1.5554865575183108,-1.1503387290392522,平稳,1
409,-44.2606,8.4731,0.11259764245337318,0.5255167454549938,严重抖动,0
410,-123.9216,11.3939,-0.47367038911519593,-0.31323543621053357,轻微抖动,2
411,164.0338,19.119,-1.297107110491029,-0.8442663477079584,平稳,1
412,-42.6181,15.7295,-0.9836404898557088,-0.7615244797165791,平稳,1
413,150.353,17.8619,-0.43563963652006926,0.051502948893672594,轻微抖动,2
414,48.8323,7.7632,0.5221206222188356,0.695712337829012,严重抖动,0
415,36.3404,14.2255,-1.1659922067838517,-1.5770200235793963,平稳,1
416,138.1262,7.5157,-0.9085246872166666,-0.46336259039984856,轻微抖动,2
417,-177.8231,10.1933,-1.322269553371464,-1.6983542391563362,平稳,1
418,19.4376,11.1566,-1.1217806125147392,-0.9619583974365045,平稳,1
419,-27.4428,7.5005,-0.6456869281622476,-0.5818008145070773,轻微抖动,2
420,-49.2281,16.0848,0.9389727967561833,0.6006507655854009,严重抖动,0
421,-35.3245,13.8014,0.901853971621153,0.811087594381789,严重抖动,0
422,-106.5368,6.5463,-0.3222566556480974,0.045580515888046624,轻微抖动,2
423,9.0178,14.4383,0.7759742070367506,1.0782180219500972,严重抖动,0
424,-172.0491,7.8013,-0.7300233306755968,-0.6098319247328254,轻微抖动,2
425,-29.4152,6.8788,1.4388441452534078,1.2078540797402106,严重抖动,0
426,104.0482,3.263,-0.31168505212920344,0.2275166142203547,轻微抖动,2
427,73.5607,18.6433,-0.9729337859723562,-1.1593345656046263,平稳,1
428,105.0809,16.4199,-0.5803321268553469,0.3380026022918351,轻微抖动,2
429,79.6076,4.4919,0.7570263809214164,1.0833212285399676,严重抖动,0
430,82.0844,16.4498,-0.5645929343959073,-0.48751672465803725,轻微抖动,2
431,-130.7357,2.3247,-0.23731230149468407,-0.31667931795829873,轻微抖动,2
432,19.0134,15.0726,1.298643742036382,0.9003728376939218,轻微抖动,2
433,1.7681,15.6062,0.028227464848909065,-0.5981331627957207,轻微抖动,2
434,-28.1835,1.7585,-1.0773325926078239,-2.0986794023207818,平稳,1
435,-141.6155,7.9692,-0.1789827191396361,-0.04409607762269586,轻微抖动,2
436,-77.3259,12.9846,1.6944202597181712,1.407609657115879,严重抖动,0
437,152.871,2.0683,-0.0865740698498792,-0.37971800795034344,轻微抖动,2
438,27.2395,3.3962,-0.27905831411242515,-0.05419291274682519,轻微抖动,2
439,143.7296,12.8466,0.4546042150805958,0.565392721691994,严重抖动,0
440,-113.7439,15.3726,-1.0649033590776225,-0.99579714460962,平稳,1
441,96.862,9.0846,-0.49109833613036946,-0.527684909043333,轻微抖动,2
442,-40.3298,16.7618,1.18056602349947,0.9509561553648825,严重抖动,0
443,-80.796,7.3113,0.8828723704147042,1.334286283904372,严重抖动,0
444,-40.5997,6.3725,0.8317031073759682,0.6436679794165749,严重抖动,0
445,-23.5689,17.5211,0.5895694791748461,0.4251954265420685,严重抖动,0
446,-36.0061,2.0904,-1.4459201619422972,-1.1273951713954298,平稳,1
447,-29.0395,14.3209,0.41572908520760216,0.9291918663195375,严重抖动,0
448,172.4515,8.994,-0.20113917891086466,-0.36426750210923375,轻微抖动,2
449,131.1719,9.6809,0.16467883295220542,1.2366313643446407,严重抖动,0
450,-120.1734,7.3219,-1.1342436211360551,-1.0092074114153113,平稳,1
451,-113.6515,1.7479,0.002625945783983623,0.3370737978204685,轻微抖动,2
452,-79.67,19.2186,0.5018893426411439,1.2143191850212418,严重抖动,0
453,-66.0754,2.6524,-1.2460053976345222,-1.8742478904221114,平稳,1
454,-18.0203,14.1653,0.33166288342317035,1.1091085976270199,严重抖动,0
455,-33.9677,4.2141,0.9179309149917392,1.2794711660857785,严重抖动,0
456,15.7633,14.2044,1.7882474628347447,0.8984369587114662,严重抖动,0
457,-118.6335,8.3058,0.060989303230146216,1.4373835802261021,严重抖动,0
458,27.536,7.4993,-0.4010877183097543,-0.5198005070420103,轻微抖动,2
459,168.1087,11.8528,-0.7940946785201397,-0.2005735410347839,轻微抖动,2
460,-146.7182,9.7001,0.45801549928317803,1.0038458302063171,严重抖动,0
461,-161.4034,1.9366,-0.5579054663552012,-0.22086113533070864,轻微抖动,2
462,170.9655,8.8112,-0.5680717687807191,-0.46761526255807384,轻微抖动,2
463,-148.1118,13.8606,0.009820040191409926,-0.033164362074866005,轻微抖动,2
464,73.4513,5.1316,-1.1857168599948233,-1.2101579113974013,平稳,1
465,-65.9145,6.0691,1.6669611106419384,1.3290891532668359,严重抖动,0
466,67.4044,6.9438,0.14306277463881192,0.633779864398371,严重抖动,0
467,-70.5259,16.4209,-1.440212171543917,-0.8049069537331225,平稳,1
468,-98.942,13.584,-0.5097421864256713,-0.49913199855277207,轻微抖动,2
469,-81.1203,10.0143,0.5150954032669829,1.0767413272006767,严重抖动,0
470,6.7492,1.9721,-0.42793891574592274,-0.024445079649842445,轻微抖动,2
471,-63.7885,5.904,-0.8404003284383623,-0.4620215637192798,轻微抖动,2
472,110.8646,15.5875,1.5059214762071567,0.9790342276144639,严重抖动,0
473,53.8402,17.492,0.5969662241289607,0.848474583355632,严重抖动,0
474,159.4738,12.5971,-1.331219952516853,-1.8529584396177456,平稳,1
475,-171.128,14.2371,-0.6964846651987222,0.0437176889426647,轻微抖动,2
476,54.0674,19.6672,0.9596769276094805,0.9431395873979855,严重抖动,0
477,-160.1634,9.111,-1.385361423573681,-0.8233265030810174,平稳,1
478,-152.2911,13.7445,0.4344742607762479,1.0371471231066753,严重抖动,0
479,-147.1128,15.3763,1.0572531658397832,0.5012947771623795,严重抖动,0
480,-173.7006,1.9311,-0.9177115119998588,-1.5912182087849547,平稳,1
481,-81.2834,1.5056,0.281540648208989,0.6737288926724451,严重抖动,0
482,-134.6003,3.4673,0.3149779884125196,0.5431692484136132,严重抖动,0
483,-141.9659,16.4442,0.7127810115611893,0.9512274915025853,严重抖动,0
484,164.8696,1.635,1.0047328991564601,0.785503727398013,严重抖动,0
485,148.2426,3.7857,-0.7400207576455412,-0.45471114200925106,轻微抖动,2
486,174.2722,6.5527,0.3953289301743369,0.3963294358926195,严重抖动,0
487,-71.4287,4.5777,0.6843086097515161,1.0921970510444343,严重抖动,0
488,-133.0846,13.2252,-0.9826610122133831,-1.8606549935237358,平稳,1
489,172.784,19.7264,1.2616262421746955,1.338032809805729,严重抖动,0
490,-22.4046,6.897,1.157869162270407,1.0024160974807297,严重抖动,0
491,-155.7775,6.0919,1.0178714096000696,1.249994669126499,严重抖动,0
492,54.8212,8.6987,-0.2817265463104846,0.050198448231640456,轻微抖动,2
493,171.8777,19.3227,-0.5707400009787785,0.207051607834394,轻微抖动,2
494,-43.8064,2.6795,-1.0272441324847574,-1.160581668237529,平稳,1
495,-1.1724,17.016,-1.3070369872787442,-2.0854465476051267,平稳,1
496,49.4288,2.3432,-0.11653257566859776,0.41579258577014033,轻微抖动,2
497,-24.4558,16.1314,-0.34714889779961466,-0.24943491783186236,轻微抖动,2
498,-29.7421,3.7419,0.5522817785842427,0.907558027340395,严重抖动,0
499,84.9727,7.0803,-1.2659664764832965,-2.11602926112581,平稳,1
500,-128.2046,1.1638,1.6357191513608622,0.9763991362771588,严重抖动,0
501,-20.6303,14.9122,-0.03388492771098237,-0.3313993034286702,轻微抖动,2
502,132.1242,13.7161,-0.7847052031902594,0.17271193240705782,轻微抖动,2
503,178.4323,10.1235,-0.021860995274157368,-0.5286293675226444,轻微抖动,2
504,-2.7479,4.654,0.1873081439990393,-0.17897101007153038,轻微抖动,2
505,100.0746,5.1889,-1.1062440706019876,-0.905285670675177,平稳,1
506,6.218,2.6,-0.9918816120876901,-0.6996859303336043,平稳,1
507,78.3221,15.7596,-0.568713495511898,-0.15807812746842223,轻微抖动,2
508,128.93,8.7508,1.2990828182208731,1.2141417729312056,轻微抖动,2
509,-166.6392,2.5327,-1.112593787731547,-1.7866010999414914,平稳,1
510,167.3743,6.1973,0.275393581626118,1.220481646148682,严重抖动,0
511,145.1486,14.5604,-0.8070643135081758,0.42912458253610947,轻微抖动,2
512,114.4159,19.6,0.4886157318330758,0.6146819747062194,轻微抖动,2
513,79.1988,2.9221,-1.216823718911441,-0.7174688833584274,平稳,1
514,-122.0903,14.3066,0.7636462987798933,0.9955126799772552,严重抖动,0
515,12.848,8.4896,0.138469362247216,0.8180066658932077,严重抖动,0
516,-60.0121,10.3466,0.041298425110289326,-0.40148229699568877,轻微抖动,2
517,-18.971,19.3448,-1.292716348646121,-0.8913901296232102,平稳,1
518,-172.3861,8.9597,-0.7913251210487362,-0.49212943899898315,轻微抖动,2
519,-82.8927,14.3456,-1.2355688944800869,-1.5149466640772555,平稳,1
520,-139.0874,1.0744,0.7063975193405152,1.3048097869450925,严重抖动,0
521,-125.5449,6.4088,1.7882474628347447,0.8317769748816201,严重抖动,0
522,108.6573,9.8611,-1.4488923699603888,-1.852525345397951,平稳,1
523,45.033,18.9776,1.3765966523290574,0.5452929754914017,严重抖动,0
524,120.9884,3.9409,-1.328416619954335,-1.9111809131655677,平稳,1
525,4.2979,11.0131,-1.1161739473897025,-2.010453413546219,平稳,1
526,157.4932,14.1466,-1.0348435279855597,-1.575757266938549,平稳,1
527,73.1808,8.648,-1.0630457290663153,-1.2868886403381359,平稳,1
528,-125.4922,16.1706,1.002199767322859,0.6387839289379266,严重抖动,0
529,19.4757,4.3155,1.7882474628347447,0.49063961575490034,严重抖动,0
530,38.4178,4.169,1.4553263897173703,1.0740018758104093,严重抖动,0
531,-58.5083,1.3435,1.1058217468626892,0.34793767933387226,严重抖动,0
532,-102.4334,3.2892,-0.1132226167393596,-0.1188909275809747,轻微抖动,2
533,-70.8963,13.1263,1.7301543061174993,0.8622918543678776,严重抖动,0
534,-17.2026,3.7129,-0.8748509213753332,-0.0545999169533794,轻微抖动,2
535,-44.5714,7.9795,-0.11278354055486861,-0.340301215946378,轻微抖动,2
536,-83.0018,6.2729,0.22945945771015677,0.56521009159931,严重抖动,0
537,3.4232,11.3692,1.6911103007889328,0.503548954306371,严重抖动,0
538,-92.4752,15.1503,-0.16776938888956325,-0.3710978675756343,轻微抖动,2
539,52.2856,13.3685,-1.114248767196166,-1.5472982804956543,平稳,1
540,-177.3512,10.8459,-1.3072396378254323,-1.1933298528571856,平稳,1
541,62.4995,2.2331,1.381156289629539,1.4373835802261021,严重抖动,0
542,1.339,16.7739,-0.10795370252546992,-0.46960853956965887,轻微抖动,2
543,140.3411,12.4102,1.6220402394594173,1.1588570348742804,严重抖动,0
544,-79.2839,11.7341,-0.6688228655758015,-0.37540793776298903,轻微抖动,2
545,-79.9592,10.4656,-1.2048335615657306,-0.620429688111175,平稳,1
546,-106.736,17.5939,-0.42462895681668444,-0.5407768776874883,轻微抖动,2
547,-37.4204,4.784,0.14745353648372025,1.1875717034469337,严重抖动,0
548,-159.0344,5.9832,1.526118980693734,0.5680747750531322,严重抖动,0
549,158.8604,17.7511,1.6540928009272464,0.46403823825473955,严重抖动,0
550,-134.5904,11.0611,0.2848843822293421,0.7750833761097001,严重抖动,0
551,-111.1528,12.6931,1.1339226226701007,1.3706348903512378,严重抖动,0
552,13.7236,2.3405,0.793098178231892,1.203335289446931,严重抖动,0
553,168.82,14.5652,1.637171480278793,0.6232238450412059,严重抖动,0
554,-27.2261,14.5792,0.10141808729441494,0.05783238610585315,轻微抖动,2
555,101.8255,17.0647,1.0535716809082833,1.1934680464393195,严重抖动,0
556,105.3143,4.5512,0.8459224207352473,1.3234328383962641,严重抖动,0
557,139.778,9.7389,0.2906261477188373,1.0615360674840293,严重抖动,0
558,21.2892,10.5529,1.133449771394495,1.1806995939593476,严重抖动,0
559,76.6851,7.9594,-0.444556260574344,-0.30792350951473857,轻微抖动,2
560,22.3599,1.1114,-0.5036626700250294,0.4160847939184356,轻微抖动,2
561,-32.2907,9.9433,-0.3415760077656928,-0.12044067436746887,轻微抖动,2
562,-41.7531,17.2336,-1.4065384057025836,-1.4047267941408297,平稳,1
563,34.7017,7.9545,-1.1524821703379808,-1.234442495721793,平稳,1
564,133.0348,15.5178,-1.1161739473897025,-1.739007697787908,平稳,1
565,14.6977,16.5489,0.10688965205499253,0.36193236243615423,严重抖动,0
566,-131.4077,6.6274,-1.0623364521529068,-1.3803013237449384,平稳,1
567,-133.0855,7.5669,1.5126427193389773,0.4849572108710878,严重抖动,0
568,19.9065,11.024,-1.3196013211734041,-1.6583634668610767,平稳,1
569,-52.0093,16.3683,0.8176864445633771,0.7511431799600852,严重抖动,0
570,-14.6354,16.5413,-0.6164714743480517,-0.01980105729300784,轻微抖动,2
571,116.548,17.2836,0.6421910711315135,1.0596106245068697,严重抖动,0
572,166.1557,16.338,-0.14304602219361948,-0.08941443062169477,轻微抖动,2
573,178.0431,13.9043,-0.9101796666812856,-1.785124405192071,平稳,1
574,179.7146,6.4501,-1.1836228043457133,-2.215218273464091,平稳,1
575,133.209,13.086,-1.0303514408673076,-1.1132126401978153,平稳,1
576,82.5265,17.6202,-1.3305444506945596,-1.1988557176615542,平稳,1
577,-70.7386,8.5711,1.594648640565414,0.8164360470961214,严重抖动,0
578,-159.4443,3.1003,-0.5382821384175737,-0.5309409426957655,轻微抖动,2
579,-26.5254,7.3404,-0.7298206801289088,-0.5428953867626285,轻微抖动,2
580,-95.1963,18.7176,-1.3889078081407222,-2.055536956426052,平稳,1
581,-103.1265,13.8458,0.09807435327406189,-0.35828767107447795,轻微抖动,2
582,-122.6178,19.3924,1.4887975050120157,1.0065174475621588,严重抖动,0
583,-154.1753,5.3084,-1.240263632145027,-2.0737269136574294,平稳,1
584,147.4512,13.0439,1.6329495938894585,0.9872786717985075,严重抖动,0
585,-57.5197,17.2626,0.3199091517152624,1.2843917425829643,严重抖动,0
586,110.4148,1.0695,1.4448898865629347,0.9933837348968185,严重抖动,0
587,53.6954,14.2633,-0.8822138912383328,-0.13957509007815744,轻微抖动,2
588,-0.7385,6.8906,-1.3764785746105208,-0.6761944824117281,平稳,1
589,94.7862,3.5936,1.1374352321460273,0.9619087429233052,严重抖动,0
590,72.9466,19.1636,0.07054765401559981,-0.7501179259277694,轻微抖动,2
591,-23.0231,15.2248,-0.8990001115223275,-0.06850589401064244,轻微抖动,2
592,123.3124,6.761,1.2625381696347922,0.6066723406413412,严重抖动,0
593,28.7054,13.6737,-0.1348724501438677,-0.5070111825514464,轻微抖动,2
594,-79.3174,4.6389,-0.3406640803055966,-0.3275066734531659,轻微抖动,2
595,89.1547,11.4631,0.11854205848955635,0.9380259448028193,严重抖动,0
596,-165.5751,19.7021,1.2068092692955743,1.3916164789993641,严重抖动,0
597,-37.8694,13.2749,-0.5319999714702436,-0.5398376372108251,轻微抖动,2
598,154.7534,10.1921,-1.416231856852496,-1.4685690565406861,平稳,1
599,100.2657,3.4893,1.4547184380773057,1.1656717463327368,严重抖动,0
600,1.329,4.4699,-0.8103742724374142,-0.9666702538277647,平稳,1
601,-5.6936,13.3139,0.38485865192878704,0.42481451234875506,严重抖动,0
602,-51.5797,12.2572,-1.253469692770866,-1.8437904089649835,平稳,1
603,-155.8832,1.5356,-1.5171856041942666,-1.443663529901167,平稳,1
604,146.6867,3.3271,1.493323367221382,0.6904056291358652,严重抖动,0
605,-79.8683,7.1656,0.19568436659547925,0.7972442333563033,严重抖动,0
606,132.0679,12.8989,-0.017841759431510833,0.13894623727101632,轻微抖动,2
607,42.4128,15.6295,1.5133519962523858,0.46984587520210697,严重抖动,0
608,76.0039,1.9874,0.5068542810350016,0.35514374099093865,严重抖动,0
609,-32.5581,15.8216,1.7609571892140854,0.4831569999574836,严重抖动,0
610,1.7758,4.3518,-0.20542861548242858,-0.2198279708063793,轻微抖动,2
611,-139.4607,18.7458,1.4981194301596663,1.218164852972913,严重抖动,0
612,-15.7259,4.2446,-1.0576079393968523,-1.3993261614000163,平稳,1
613,77.2928,18.8164,-0.6396074117616055,-0.43759087532074037,轻微抖动,2
614,142.2307,19.469,1.4581297222798886,1.2109431373079025,严重抖动,0
615,-23.7424,16.5691,-0.357686726227394,-0.46256423599468505,轻微抖动,2
616,-64.5614,11.4944,1.146318081109187,0.9319730617309899,严重抖动,0
617,-111.4511,13.7291,-1.4159278810324638,-1.9201454417150525,平稳,1
618,-64.5436,19.3144,-1.3121032509459458,-1.7040262080348523,平稳,1
619,123.2871,14.7251,-0.9800941052886676,-0.34534702450711857,轻微抖动,2
620,-122.9327,10.2619,-1.378775280806319,-1.829639185783258,平稳,1
621,139.5905,1.7711,-0.3512019087333759,0.038624918358090954,轻微抖动,2
622,-20.9343,15.6431,1.565061660748957,0.7744415617839805,轻微抖动,2
623,132.351,5.4188,0.616589552066588,1.3579864519321732,严重抖动,0
624,-54.0708,9.0717,-0.9235883778538124,-2.1004274332079045,平稳,1
625,20.4055,13.2694,-1.0235626475532573,-1.6846882902208866,平稳,1
626,74.1565,5.4498,-1.5554865575183108,-1.5813614017826392,平稳,1
627,-124.5069,17.2572,-0.7374538507208259,0.14156567460037645,轻微抖动,2
628,0.6625,15.7809,-0.9529051569413525,-0.9775236993358727,平稳,1
629,112.5406,3.443,-1.1942957331379513,-1.3851175401891616,平稳,1
630,30.628,10.7502,-0.5547981579726508,-0.02156474218807536,轻微抖动,2
631,-70.2583,14.0703,-1.448993695233733,-1.9582212070384493,平稳,1
632,-24.6023,16.5337,0.1412726948097343,0.5212223292755837,严重抖动,0
633,-119.444,16.8379,1.003077919691841,1.3109983380857733,严重抖动,0
634,174.1435,19.2536,-0.08353431164955812,0.2570244191955234,轻微抖动,2
635,-75.0906,7.387,0.33132513251202345,0.9836312879474659,严重抖动,0
636,-90.1351,17.6765,-1.26404129628976,-2.000669658580977,平稳,1
637,-82.1853,5.0418,1.1924548555718368,1.3456615296772931,严重抖动,0
638,-80.554,16.0554,1.3553858951090403,1.0634562924585407,严重抖动,0
639,-113.0639,5.263,-0.7678514327240354,0.24822164872813068,轻微抖动,2
640,79.6173,13.498,-0.3722775655889345,-0.15425333152734397,轻微抖动,2
641,124.5475,9.1226,1.6977302186474093,1.2550248236792954,严重抖动,0
642,134.963,15.6639,-0.004297947894524991,-0.38716931573187147,轻微抖动,2
643,115.7528,1.5428,-0.8066927875059142,0.2719739967824127,轻微抖动,2
644,63.3573,14.4075,0.025086381375244195,0.19606249425743466,轻微抖动,2
645,-96.7269,14.9622,1.294759606558194,1.4373835802261021,严重抖动,0
646,110.0689,12.4477,1.5315905454543117,0.8989378869656862,严重抖动,0
647,139.0927,16.9196,-1.055952959932233,-0.8064567005196167,轻微抖动,2
648,-163.3457,7.7597,1.4601562277467695,1.163360171159616,严重抖动,0
649,110.8577,4.6072,0.07264170966470973,0.3626263567883554,轻微抖动,2
650,-168.6795,14.8034,0.8016770513750199,0.7694322792417766,严重抖动,0
651,137.6893,12.0655,0.6288836852323307,0.44764327393431874,严重抖动,0
652,-167.9235,11.6476,1.330358552593064,0.9843826803287963,严重抖动,0
653,-62.392,9.3063,0.7439554206600364,0.6903012690829022,严重抖动,0
654,-160.3135,8.7403,-0.6745984061564113,-0.05601921367367011,轻微抖动,2
655,-28.2405,14.4432,-0.9118684212370196,-1.8056207195939211,平稳,1
656,-131.9512,16.3113,0.09185973650896134,0.46194060119019187,严重抖动,0
657,166.0977,12.4507,1.35379846582665,1.096340145147049,严重抖动,0
658,122.5441,13.3126,1.5764776415457176,0.9791907676939077,严重抖动,0
659,-97.2697,15.2408,-0.4521894311662611,-0.4380709315643682,轻微抖动,2
660,-76.2135,13.1306,0.6019311625228181,0.514548503888627,严重抖动,0
661,-90.8578,10.6227,-0.10542057069186901,0.11430682876655185,轻微抖动,2
662,31.1927,12.8631,-0.3575516258629353,-0.07103140729233685,轻微抖动,2
663,127.7066,18.6621,0.6750542347860947,1.2931684230371168,严重抖动,0
664,82.7976,3.5031,1.3070537397239368,0.784929747106719,严重抖动,0
665,-175.0897,6.7612,0.7519601172542149,0.833676327845539,平稳,1
666,-32.2118,5.3956,0.7757040063078332,0.5232208242898166,严重抖动,0
667,-176.9575,16.945,-1.1368105280607705,-1.5826659024446714,平稳,1
668,-142.3222,16.6303,-0.1154179976618136,0.003126846342870269,轻微抖动,2
669,-162.2521,1.0446,-0.2504508119382934,-0.34147526654220706,轻微抖动,2
670,-115.7578,2.5122,-0.617586052354836,0.18737973785094775,轻微抖动,2
671,96.9302,12.3377,1.2569990546919847,0.9777349449550804,严重抖动,0
672,44.9798,14.8485,0.5617050290052376,0.990826913599235,严重抖动,0
673,-11.354,12.3678,0.6581666892287559,0.8802522194827371,严重抖动,0
674,173.7549,13.1039,-1.457167267283485,-1.2468352520110988,平稳,1
675,-104.0376,14.0776,1.5886704494381165,0.6312647871219724,严重抖动,0
676,105.1884,16.9338,-0.775552153498182,-0.5608714058854326,轻微抖动,2
677,-142.3871,14.6851,-1.1799075443230989,-1.330260678349383,平稳,1
678,63.7465,15.6726,-0.5548319330637655,0.2563512968539154,轻微抖动,2
679,123.0511,16.2257,0.09148821050669985,0.032785973394834474,轻微抖动,2
680,-91.5726,3.0763,-0.8306731021973353,-0.211760938712372,轻微抖动,2
681,-36.8514,7.3899,-1.127657478368693,-1.5676328368154122,平稳,1
682,161.5155,4.2254,-0.6302179364317253,-0.3952467838311747,轻微抖动,2
683,66.9155,16.8322,-0.18762914246499374,-0.24815128918042267,轻微抖动,2
684,-67.0384,3.695,-0.8418188822651788,0.10370906538820183,轻微抖动,2
685,171.3882,11.1138,1.6115024110316378,0.5359840587671401,严重抖动,0
686,87.2317,15.6378,0.3142011613168821,0.8004741769954948,严重抖动,0
687,-179.9125,3.4118,-0.5635459065713522,0.018206873995962717,轻微抖动,2
688,169.5257,8.0985,1.616095823423234,0.8976333863036544,严重抖动,0
689,-41.4149,8.6436,0.19362408603748393,0.8336971998561314,严重抖动,0
690,-44.5277,7.9006,1.0490458186989167,1.2218905068636767,严重抖动,0
691,-76.2652,5.4842,1.0447901572184672,0.7061796511411589,严重抖动,0
692,7.2577,7.9315,-1.2682969577702095,-2.215218273464091,平稳,1
693,-88.1686,3.4136,-0.9272360876941979,-0.680238434464028,平稳,1
694,-174.2983,11.5984,-1.3818150390066397,-1.1265133289478957,平稳,1
695,84.0247,17.5543,-0.4102745430929466,-0.31677846000861315,轻微抖动,2
696,-89.3467,19.6396,0.3345337661679178,1.2601958643035907,严重抖动,0
697,70.5713,7.507,0.41397278046963887,0.7947656820984422,严重抖动,0
698,3.5048,9.0265,-1.1546437761693202,-1.7619929994529155,平稳,1
699,3.7414,19.4193,0.38702025776012644,0.8763856795204736,严重抖动,0
700,-165.4811,4.8216,1.2742243511604703,0.5846419334609417,严重抖动,0
701,-82.5571,1.5542,-0.9392937952221374,-1.1908982636231578,平稳,1
702,-105.8134,9.3834,0.8669980775908059,0.9166843139719728,严重抖动,0
703,-162.2615,17.1963,1.7882474628347447,0.49837269567942744,严重抖动,0
704,-18.9603,16.0074,-1.0413283454795776,-1.58601586014477,平稳,1
705,-118.5561,13.5952,-1.103778488950616,-1.250409583825067,平稳,1
706,165.3248,14.5976,-0.427398514288088,-0.10359696181930891,轻微抖动,2
707,13.8183,9.6352,1.3665316751768837,1.2795859621440375,严重抖动,0
708,-53.9019,9.5915,-0.809664995524006,-0.5200666251770648,轻微抖动,2
709,-126.0494,11.8647,-1.0838174101018416,-1.9261304907524568,平稳,1
710,-68.8922,3.4762,-1.5554865575183108,-1.7666526758176948,平稳,1
711,-30.9866,6.1311,-0.916630709084189,-0.0718193256922045,轻微抖动,2
712,23.426,17.3148,-0.9477713430919215,0.14823949998733382,轻微抖动,2
713,-89.0413,9.2988,1.7180965985895595,1.028219120575727,严重抖动,0
714,134.3716,14.3933,-1.534647326300555,-1.546510362095787,平稳,1
715,4.9953,5.4001,0.6933941092613645,1.338288491935487,严重抖动,0
716,-27.1826,6.8772,1.6302138115091693,1.4330213300122663,严重抖动,0
717,-27.22,3.9785,1.7213052322454543,1.1457337582142368,严重抖动,0
718,64.8166,13.068,-0.13281216958587239,-0.2830492908911083,轻微抖动,2
719,139.5227,9.9445,0.17450738446657674,0.6967246303427492,严重抖动,0
